"Text Editing","Scroll Other Window","Ctrl+Alt+V","Editing Text"
"Navigate","Forward History","Ctrl+X Right","In Windows"
"File","Close All","Shift+Ctrl+W","In Windows"
"Edit","Restore Last Selection","Shift+Alt+Down","Editing in Structured Text Editors"
"Text Editing","Mark Word","Alt+@","Editing Text"
"Text Editing","Forward Character","Right","Editing Text"
"Source","Toggle Ant Mark Occurrences","Shift+Alt+O","Editing Ant Buildfiles"
"Run/Debug","Step Return","F7","Debugging"
"Text Editing","Lowercase","Alt+L","Editing Text"
"Text Editing","Scroll Line Down","Ctrl+Z","Editing Text"
"Text Editing","Text End","Ctrl+X ]","Editing Text"
"Text Editing","Universal Argument","Alt+-","Editing Text"
"Navigate","Show In...","Shift+Alt+W","In Windows"
"Text Editing","Universal Argument","Ctrl+0","Editing Text"
"Navigate","Collapse All","Shift+Ctrl+Numpad_Divide","In Windows"
"Text Editing","Kbd Macro Start","Ctrl+X (","In Windows"
"Text Editing","Universal Argument","Ctrl+U","Editing Text"
"Navigate","Open Plug-in Artifact","Shift+Ctrl+A","In Windows"
"File","Print","Alt+P","In Windows"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files"
"Text Editing","Kill Rectangle","Ctrl+X R K","Editing Text"
"Text Editing","Select Next Word","Shift+Ctrl+Right","Editing Text"
"Navigate","Go to Previous Member","Shift+Ctrl+Up","Editing Java Source"
"Run/Debug","Inspect","Shift+Ctrl+I","In Dialogs and Windows"
"Text Editing","What Cursor Position","Ctrl+X =","Editing Text"
"Text Editing","Comment Previous","Esc P","Editing Java Source"
"Text Editing","Regexp I-Search forward","Ctrl+Alt+S","Editing Text"
"Run/Debug","Run JUnit Test","Shift+Alt+X T","In Windows"
"Navigate","Backward History","Ctrl+X Left","In Windows"
"Run/Debug","Run JUnit Plug-in Test","Shift+Alt+X P","In Windows"
"Run/Debug","Debug OSGi Framework","Shift+Alt+D O","In Windows"
"Navigate","Backward History","Ctrl+X Ctrl+Left","In Windows"
"gazonk.del","Delete Next Word","Esc D","In Console View"
"gazonk.del","Delete Previous Word","Esc Backspace","In Console View"
"Refactor - Java","Show Refactor Quick Menu","Shift+Alt+T","In Windows"
"Edit","Context Information","Alt+?","In Windows"
"Views","Show View (Variables)","Shift+Alt+Q V","In Windows"
"Run/Debug","Debug JUnit Plug-in Test","Shift+Alt+D P","In Windows"
"Edit","Find and Replace","Alt+R","In Windows"
"Text Editing","Rotate Yank Pointer","Ctrl+Alt+Y","Editing Text"
"Text Editing","End Buffer","Shift+Alt+.","Editing Text"
"Text Editing","Undo+","Ctrl+X U","Editing Text"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source"
"Text Editing","Pop Tag Mark","Esc Shift+8","Editing Text"
"Source","Toggle Mark Occurrences","Shift+Alt+O","Editing Java Source"
"Run/Debug","Toggle Breakpoint","Ctrl+X Space","In Windows"
"Refactor - Java","Infer Generic Type Arguments","Ctrl+C P X A","In Windows"
"Text Editing","View Register","Ctrl+X R V","Editing Text"
"Text Editing","Text Start","Ctrl+Home","Editing Text"
"Edit","Backward Sexp","Alt+Left","Editing Text"
"Text Editing","Backward Up List","Ctrl+Alt+U","Editing Text"
"Text Editing","Universal Argument","Ctrl+Alt+0","Editing Text"
"Text Editing","Backward Word","Ctrl+Left","Editing Text"
"Text Editing","Universal Argument","Ctrl+Alt+2","Editing Text"
"Edit","Copy","Ctrl+Insert","In Dialogs and Windows"
"Text Editing","Open Rectangle","Ctrl+X R O","Editing Text"
"Text Editing","Delete Indentation","Shift+Alt+6","Editing Text"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source"
"gazonk.del","Kill Line","Ctrl+K","Editing Text"
"Text Editing","View Kbd Macro","Ctrl+X Ctrl+K Ctrl+E","Editing Text"
"Edit","Undo","Shift+Ctrl+-","In Windows"
"Text Editing","Mark Paragraph","Alt+H","Editing Text"
"Text Editing","Delete to End of Line","Alt+D","Editing Text"
"Edit","Redo","Shift+Ctrl+Z","In Dialogs and Windows"
"Text Editing","Line End","End","Editing Text"
"Source","Organize Imports","Shift+Ctrl+O","In Windows"
"Run/Debug","Run Eclipse Application","Shift+Alt+X E","In Windows"
"Text Editing","Backward Word","Alt+B","Editing Text"
"Text Editing","Forward Word","Ctrl+Right","Editing Text"
"Text Editing","Kbd Macro Cycle Ring Next","Ctrl+X Ctrl+K Ctrl+N","Editing Text"
"Source","Remove Block Comment","Shift+Ctrl+\","Editing Java Source"
"Text Editing","Name Last Kbd Macro","Ctrl+X Ctrl+K N","Editing Text"
"Edit","Cut","Shift+Delete","In Dialogs and Windows"
"Window","Quick Switch Editor","Ctrl+X B","In Windows"
"Refactor - Java","Extract Local Variable","Ctrl+C P X L","In Windows"
"Edit","Find Previous","Shift+Ctrl+K","Editing Text"
"Text Editing","Text Start","Ctrl+X [","Editing Text"
"Text Editing","Query Replace Regexp","Shift+Ctrl+Alt+5","Editing Text"
"Text Editing","Set Mark","Ctrl+Space","Editing Text"
"Edit","Copy","Esc W","In Dialogs and Windows"
"Window","Previous View","Shift+Ctrl+F7","In Windows"
"Edit","Select Previous Element","Shift+Alt+Left","Editing Java Source"
